Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1764541482810,3204,3204,3204,3204,3204,3204,3204,3204,0,50,0,0,0,0,0,0,7.627681732177734,17179869184,0,9297264640,0
204,1764541482811,3204,3204,3204,3204,3204,3204,3204,3204,100,NaN,0,NaN,NaN,NaN,NaN,0,7.627681732177734,17179869184,0,9298067456,0
204,1764541483016,3204,3204,3204,3204,3204,3204,3204,3204,26.3157901763916,19.047618865966797,10,14.285715103149414,38.095237731933594,33.333335876464844,5,5,7.627681732177734,17179869184,0,9329459200,0
204,1764541483221,3204,3204,3204,3204,3204,3204,3204,3204,61.904762268066406,57.894737243652344,60.000003814697266,52.38095474243164,66.66667175292969,66.66667175292969,52.38095474243164,52.38095474243164,7.486451148986816,17179869184,0,9407250432,0
207,1764541483425,3204,3204,3204,3204,3204,3204,3204,3204,71.42857360839844,71.42857360839844,71.42857360839844,70,94.73684692382813,85.71428680419922,80,75,7.486451148986816,17179869184,0,9475784704,0
179,1764541483658,3204,3204,3204,3204,3204,3204,3204,3204,69.56521606445313,68.18181610107422,68.18181610107422,66.66667175292969,88,73.91304016113281,70.83332824707031,75,7.486451148986816,17179869184,0,9588277248,0
200,1764541483841,3204,3204,3204,3204,3204,3204,3204,3204,100,100,100,100,100,100,100,100,7.486451148986816,17179869184,0,9648406528,0
204,1764541484041,3204,3204,3204,3204,3204,3204,3204,3204,100,100,100,100,100,100,100,100,7.486451148986816,17179869184,0,9648406528,0
204,1764541484246,3204,3204,3204,3204,3204,3204,3204,3204,78.94737243652344,70,75,72.22222137451172,57.142860412597656,52.38095474243164,66.66667175292969,55,9.333374977111816,17179869184,0,9648406528,0
202,1764541484451,3204,3204,3204,3204,3204,3204,3204,3204,85.71428680419922,85.71428680419922,90.47618865966797,86.36363983154297,85.71428680419922,78.94737243652344,85.71428680419922,85,9.333374977111816,17179869184,0,10023911424,0
204,1764541484654,3204,3204,3204,3204,3204,3204,3204,3204,65,70,65,63.15789031982422,80,61.904762268066406,60.000003814697266,71.42857360839844,9.333374977111816,17179869184,0,10040672256,0
204,1764541484859,3204,3204,3204,3204,3204,3204,3204,3204,52.38095474243164,50,50,45.45454788208008,85,80,80,90.47618865966797,9.333374977111816,17179869184,0,10040672256,0
204,1764541485064,3204,3204,3204,3204,3204,3204,3204,3204,31.57894515991211,30.000001907348633,28.571430206298828,25,90.47618865966797,85.71428680419922,85,85,9.333374977111816,17179869184,0,10040672256,0
204,1764541485269,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,19.047618865966797,21.052631378173828,30.000001907348633,45,70,28.571430206298828,65,23.369855880737305,17179869184,0,10040672256,0
204,1764541485473,3204,3204,3204,3204,3204,3204,3204,3204,25,30.000001907348633,33.333335876464844,25,33.333335876464844,45,23.809524536132813,10,23.369855880737305,17179869184,0,10053468160,0
202,1764541485679,3204,3204,3204,3204,3204,3204,3204,3204,14.285715103149414,14.285715103149414,9.523809432983398,4.761904716491699,35,61.904762268066406,10.526315689086914,9.523809432983398,23.369855880737305,17179869184,0,10018111488,0
204,1764541485881,3204,3204,3204,3204,3204,3204,3204,3204,15.789472579956055,10.526315689086914,10,10,40,35,30.000001907348633,10,23.369855880737305,17179869184,0,10026975232,0
204,1764541486086,3204,3204,3204,3204,3204,3204,3204,3204,76.19047546386719,61.904762268066406,60.000003814697266,55,90.47618865966797,90,80.95238494873047,76.19047546386719,23.369855880737305,17179869184,0,10122706944,0
204,1764541486291,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,25,23.809524536132813,35,71.42857360839844,47.619049072265625,66.66667175292969,52.6315803527832,21.837806701660156,17179869184,0,10122706944,0
204,1764541486496,3204,3204,3204,3204,3204,3204,3204,3204,52.6315803527832,52.38095474243164,52.38095474243164,52.38095474243164,84.21052551269531,85.71428680419922,61.904762268066406,77.2727279663086,21.837806701660156,17179869184,0,10168025088,0
202,1764541486701,3204,3204,3204,3204,3204,3204,3204,3204,38.095237731933594,35,26.3157901763916,25,85.71428680419922,60.000003814697266,80,61.904762268066406,21.837806701660156,17179869184,0,10211885056,0
201,1764541486903,3204,3204,3204,3204,3204,3204,3204,3204,25,33.333335876464844,19.047618865966797,15.000000953674316,85,70,47.36842346191406,63.15789031982422,21.837806701660156,17179869184,0,10218962944,0
200,1764541487105,3204,3204,3204,3204,3204,3204,3204,3204,73.68421173095703,75,65,65,25,25,14.285715103149414,25,21.837806701660156,17179869184,0,10359717888,0
204,1764541487305,3204,3204,3204,3204,3204,3204,3204,3204,50,31.57894515991211,31.57894515991211,35,85,42.85714340209961,35,47.619049072265625,16.544639587402344,17179869184,0,10323771392,0
201,1764541487510,3204,3204,3204,3204,3204,3204,3204,3204,42.85714340209961,33.333335876464844,28.571430206298828,28.571430206298828,42.85714340209961,25,19.047618865966797,15.789472579956055,16.544639587402344,17179869184,0,10276257792,0
201,1764541487711,3204,3204,3204,3204,3204,3204,3204,3204,40,36.842105865478516,30.000001907348633,26.3157901763916,57.894737243652344,42.105262756347656,40,42.85714340209961,16.544639587402344,17179869184,0,10340843520,0
200,1764541487913,3204,3204,3204,3204,3204,3204,3204,3204,10.526315689086914,15.000000953674316,5.263157844543457,5,5,9.090909004211426,0,0,16.544639587402344,17179869184,0,10335731712,0
204,1764541488114,3204,3204,3204,3204,3204,3204,3204,3204,23.809524536132813,23.809524536132813,19.047618865966797,15.000000953674316,9.523809432983398,0,9.523809432983398,4.761904716491699,16.544639587402344,17179869184,0,10362159104,0
204,1764541488319,3204,3204,3204,3204,3204,3204,3204,3204,20,15.000000953674316,5.263157844543457,9.523809432983398,15.000000953674316,10,0,0,18.794355392456055,17179869184,0,10344742912,0
200,1764541488524,3204,3204,3204,3204,3204,3204,3204,3204,20,15.000000953674316,18.18181800842285,10,5,0,9.090909004211426,0,18.794355392456055,17179869184,0,10344153088,0
202,1764541488725,3204,3204,3204,3204,3204,3204,3204,3204,15.000000953674316,10.526315689086914,15.000000953674316,19.047618865966797,47.619049072265625,42.85714340209961,0,0,18.794355392456055,17179869184,0,10357243904,0
201,1764541488928,3204,3204,3204,3204,3204,3204,3204,3204,50,28.571430206298828,26.3157901763916,35,25,40,35,45,18.794355392456055,17179869184,0,10305798144,0
200,1764541489130,3204,3204,3204,3204,3204,3204,3204,3204,50,25,19.047618865966797,20,25,33.333335876464844,15.000000953674316,15.000000953674316,18.794355392456055,17179869184,0,10338828288,0
201,1764541489330,3204,3204,3204,3204,3204,3204,3204,3204,45,50,30.000001907348633,26.3157901763916,5.263157844543457,0,5,0,12.28453254699707,17179869184,0,10338074624,0
200,1764541489532,3204,3204,3204,3204,3204,3204,3204,3204,15.000000953674316,15.000000953674316,10.526315689086914,9.523809432983398,10,10,5,4.761904716491699,12.28453254699707,17179869184,0,10338353152,0
204,1764541489733,3204,3204,3204,3204,3204,3204,3204,3204,15.000000953674316,20,10,5,15.000000953674316,10,5,5,12.28453254699707,17179869184,0,10335092736,0
