Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1764518810417,3204,3204,3204,3204,3204,3204,3204,3204,NaN,0,NaN,0,0,0,0,0,5.907273292541504,17179869184,0,9506439168,0
204,1764518810417,3204,3204,3204,3204,3204,3204,3204,3204,50,0,0,NaN,NaN,NaN,0,0,5.907273292541504,17179869184,0,9507291136,0
205,1764518810622,3204,3204,3204,3204,3204,3204,3204,3204,28.571430206298828,21.052631378173828,19.047618865966797,9.523809432983398,45,20,5,0,5.8628315925598145,17179869184,0,9531801600,0
202,1764518810829,3204,3204,3204,3204,3204,3204,3204,3204,65,60.000003814697266,57.142860412597656,57.894737243652344,75,71.42857360839844,50,52.38095474243164,5.8628315925598145,17179869184,0,9606397952,0
204,1764518811033,3204,3204,3204,3204,3204,3204,3204,3204,78.94737243652344,77.2727279663086,80,76.19047546386719,86.36363983154297,90,85.71428680419922,85,5.8628315925598145,17179869184,0,9676832768,0
204,1764518811238,3204,3204,3204,3204,3204,3204,3204,3204,71.42857360839844,73.68421173095703,66.66667175292969,66.66667175292969,80,65,75,61.904762268066406,5.8628315925598145,17179869184,0,9753935872,0
203,1764518811443,3204,3204,3204,3204,3204,3204,3204,3204,100,100,100,100,100,100,100,100,5.8628315925598145,17179869184,0,9791012864,0
204,1764518811646,3204,3204,3204,3204,3204,3204,3204,3204,100,100,100,100,100,95.23809814453125,100,100,6.182003974914551,17179869184,0,9791012864,0
199,1764518811853,3204,3204,3204,3204,3204,3204,3204,3204,90.47618865966797,90,90.47618865966797,90,90,89.47368621826172,85.71428680419922,85,6.182003974914551,17179869184,0,9791012864,0
204,1764518812053,3204,3204,3204,3204,3204,3204,3204,3204,84.21052551269531,80,75,68.42105102539063,68.42105102539063,71.42857360839844,75,70,6.182003974914551,17179869184,0,10151919616,0
204,1764518812258,3204,3204,3204,3204,3204,3204,3204,3204,55,52.38095474243164,50,45,80.95238494873047,65,75,66.66667175292969,6.182003974914551,17179869184,0,10155474944,0
204,1764518812463,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,52.38095474243164,45,47.619049072265625,85.71428680419922,81.81818389892578,85,80,6.182003974914551,17179869184,0,10155474944,0
204,1764518812668,3204,3204,3204,3204,3204,3204,3204,3204,35,31.57894515991211,33.333335876464844,28.571430206298828,95,85,90.47618865966797,85.71428680419922,12.981575012207031,17179869184,0,10155474944,0
204,1764518812873,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,33.333335876464844,25,25,71.42857360839844,55,55,35,12.981575012207031,17179869184,0,10155474944,0
201,1764518813078,3204,3204,3204,3204,3204,3204,3204,3204,20,40,30.000001907348633,15.000000953674316,25,45,33.333335876464844,0,12.981575012207031,17179869184,0,10175004672,0
204,1764518813279,3204,3204,3204,3204,3204,3204,3204,3204,10,5,9.523809432983398,5,90,14.285715103149414,0,0,12.981575012207031,17179869184,0,10144415744,0
204,1764518813484,3204,3204,3204,3204,3204,3204,3204,3204,20,20,15.000000953674316,14.285715103149414,33.333335876464844,45,25,4.761904716491699,12.981575012207031,17179869184,0,10162962432,0
208,1764518813690,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,57.142860412597656,52.38095474243164,52.38095474243164,80,66.66667175292969,61.904762268066406,52.38095474243164,21.438892364501953,17179869184,0,10162962432,0
204,1764518813898,3204,3204,3204,3204,3204,3204,3204,3204,57.142860412597656,47.619049072265625,50,42.85714340209961,57.142860412597656,65,71.42857360839844,65,21.438892364501953,17179869184,0,10162962432,0
206,1764518814103,3204,3204,3204,3204,3204,3204,3204,3204,30.000001907348633,25,23.809524536132813,15.789472579956055,71.42857360839844,66.66667175292969,75,66.66667175292969,21.438892364501953,17179869184,0,10301734912,0
204,1764518814310,3204,3204,3204,3204,3204,3204,3204,3204,33.333335876464844,25,20,20,76.19047546386719,85.71428680419922,55,55,21.438892364501953,17179869184,0,10339844096,0
204,1764518814515,3204,3204,3204,3204,3204,3204,3204,3204,21.052631378173828,25,20,14.285715103149414,52.6315803527832,85,52.38095474243164,55,16.916484832763672,17179869184,0,10346512384,0
